,active_from,active_to,birth_date,college,height,name,position,url,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
2069,1987,1990,"September 13, 1962","Georgetown University, University of Nevada, Las Vegas",6-6,Anthony Jones,G-F,/players/j/jonesan01.html,195,0.3,.306,0.1,.406,.393,1.4,3.6,.740,0.7,0.9,164,3.6,,,,,9.7,.507,4.9,.627,2.3,1.4,131,11.5
2070,1995,1995,"December 3, 1971",Kansas State University,6-5,Askia Jones,G,/players/j/jonesas01.html,200,1.1,.167,0.2,.364,.341,1.4,4.0,.813,1.2,1.5,11,4.1,5.0,.380,1.9,,12.0,.420,5.1,.782,3.5,2.8,124,14.8
2071,1989,1989,"March 18, 1966",University of Iowa,6-7,Bill Jones,F,/players/j/jonesbi01.html,175,0.0,.000,0.0,.490,.490,1.4,2.8,.674,0.8,1.2,37,3.5,0.3,.286,0.1,,5.9,.524,3.1,.706,2.3,1.7,125,7.8
2072,1975,1986,"December 18, 1951",University of North Carolina,6-9,Bobby Jones,F,/players/j/jonesbo01.html,210,0.0,.000,0.0,.560,.560,4.7,8.5,.766,2.6,3.5,941,12.1,,,,,9.3,.608,5.7,.641,3.7,2.4,92,13.7
2073,2007,2008,"January 9, 1984",University of Washington,6-7,Bobby Jones,F,/players/j/jonesbo02.html,215,0.7,.306,0.2,.483,.442,1.1,2.6,.685,0.7,1.0,91,3.2,1.4,.367,0.5,,6.8,.501,3.4,.707,3.5,2.5,125,9.8
2074,1974,1990,"August 4, 1950",Albany State University,6-11,Caldwell Jones,C-F,/players/j/jonesca01.html,217,0.1,.123,0.0,.475,.474,3.1,6.6,.756,1.6,2.1,1299,7.9,,,,,,,,,,,,
2075,1984,1998,"April 3, 1957",Albany State University,6-9,Charles Jones,F-C,/players/j/jonesch01.html,215,0.0,.000,0.0,.480,.480,1.0,2.1,.618,0.5,0.8,726,2.5,,,,,,,,,,,,
2076,1985,1989,"January 12, 1962",University of Louisville,6-8,Charles Jones,F,/players/j/jonesch02.html,215,0.0,.111,0.0,.494,.493,1.8,3.7,.611,1.4,2.3,201,5.0,,,,,5.7,.558,3.2,.604,4.0,2.4,129,8.7
2077,1999,2000,"July 17, 1975","Rutgers University, Long Island University",6-3,Charles Jones,G,/players/j/jonesch03.html,180,2.1,.324,0.7,.414,.324,1.2,3.8,.622,0.3,0.5,85,3.5,8.7,.352,3.0,,19.7,.429,8.4,.640,4.0,2.5,108,22.5
2078,1972,1975,"July 3, 1949",University of Notre Dame,6-7,Collis Jones,F,/players/j/jonesco01.html,203,0.1,.214,0.0,.455,.454,3.2,7.1,.702,1.7,2.4,298,8.1,,,,,,,,,,,,
2079,2004,2017,"December 27, 1980","Rutgers University, Duke University",6-6,Dahntay Jones,G-F,/players/j/jonesda02.html,225,0.5,.329,0.2,.459,.439,1.9,4.4,.751,1.3,1.8,624,5.4,2.4,.344,0.8,,10.7,.452,4.9,.745,4.4,3.3,131,13.8
2080,2017,2018,"June 30, 1995",Vanderbilt University,7-0,Damian Jones,F-C,/players/j/jonesda03.html,245,0.0,,0.0,.576,.576,0.8,1.4,.400,0.3,0.6,24,1.8,0.1,.125,0.0,,9.1,.566,5.1,.565,5.3,3.0,99,13.3
2081,1999,2009,"August 25, 1976",University of Houston,6-3,Damon Jones,G,/players/j/jonesda01.html,185,3.7,.390,1.4,.533,.407,2.3,5.7,.727,0.5,0.7,657,6.6,6.4,.349,2.2,,10.7,.420,4.5,.668,2.4,1.6,81,12.9
2082,2013,2013,"June 20, 1990",University of Miami,6-8,DeQuan Jones,F,/players/j/jonesde01.html,221,0.6,.257,0.1,.456,.436,1.5,3.5,.667,0.5,0.8,63,3.7,0.5,.169,0.1,,4.1,.440,1.8,.632,1.4,0.9,111,4.6
2083,2017,2018,"February 15, 1997","University of Nevada, Las Vegas",6-7,Derrick Jones,F,/players/j/jonesde02.html,190,0.6,.207,0.1,.532,.514,1.7,3.4,.692,0.9,1.3,51,4.5,1.3,.205,0.3,,7.3,.589,4.3,.594,4.4,2.6,30,11.5
2084,2011,2013,"October 15, 1988",University of South Florida,6-4,Dominique Jones,G,/players/j/jonesdo02.html,215,0.3,.095,0.0,.370,.366,1.0,2.8,.729,1.0,1.3,80,3.1,5.2,.323,1.7,,14.1,.442,6.2,.737,6.5,4.8,95,18.9
2085,1998,1998,"June 2, 1975","Northeast Mississippi Community College, Mississippi State University",6-8,Dontae' Jones,F,/players/j/jonesdo01.html,220,1.5,.261,0.4,.386,.333,1.3,3.8,,0.0,0.0,15,2.9,2.5,.296,0.7,,12.7,.474,6.0,.744,2.6,1.9,33,14.7
2086,2006,2010,"June 9, 1983",Saint Joseph's University,6-11,Dwayne Jones,F-C,/players/j/jonesdw02.html,250,0.0,.000,0.0,.508,.508,0.4,0.8,.494,0.5,1.0,82,1.3,0.0,,0.0,,4.8,.522,2.5,.484,4.3,2.1,98,7.1
2087,1974,1983,"February 27, 1952",University of Houston,6-10,Dwight Jones,F-C,/players/j/jonesdw01.html,210,0.0,.500,0.0,.472,.471,3.2,6.8,.740,1.7,2.3,766,8.1,,,,,14.7,.493,7.2,.690,4.5,3.1,54,17.6
2088,1985,1986,"January 13, 1961",University of the District of Columbia,7-0,Earl Jones,C,/players/j/jonesea01.html,210,0.0,,0.0,.385,.385,0.4,0.9,.750,0.2,0.3,14,0.9,,,,,,,,,,,,
2089,1995,2008,"October 20, 1971",Temple University,6-6,Eddie Jones,G-F,/players/j/jonesed02.html,190,4.3,.373,1.6,.505,.437,5.2,11.8,.809,2.9,3.6,954,14.8,4.4,.350,1.5,,13.4,.458,6.1,.614,3.5,2.2,92,16.0
2090,1981,1986,"June 17, 1956","University of Nevada, Reno",6-10,Edgar Jones,F-C,/players/j/jonesed01.html,225,0.2,.262,0.0,.510,.506,3.3,6.6,.710,2.3,3.2,363,9.0,,,,,14.6,.498,7.3,.685,5.9,4.0,101,18.6
2091,2003,2009,"March 11, 1979",University of Oregon,6-4,Fred Jones,G-F,/players/j/jonesfr01.html,210,2.3,.353,0.8,.476,.411,2.5,6.2,.809,1.6,2.0,430,7.5,3.5,.338,1.2,,9.2,.481,4.4,.805,3.9,3.1,125,13.2
2092,1983,1984,"September 1, 1959","State University of New York College at Buffalo, Vanderbilt University",6-8,Hutch Jones,F,/players/j/joneshu01.html,190,0.0,,0.0,.425,.425,1.3,3.1,.700,0.5,0.8,13,3.2,,,,,7.4,.606,4.5,.719,3.6,2.6,82,11.5
2093,1972,1972,"May 9, 1949",Assumption College,6-3,Jake Jones,G,/players/j/jonesja01.html,180,,,,,.389,1.6,4.2,.645,1.2,1.8,17,4.5,,,,,,,,,,,,
2094,2018,2018,"May 27, 1993",Texas A&M University,6-7,Jalen Jones,G,/players/j/jonesja04.html,223,1.3,.400,0.5,.463,.389,1.4,3.6,.600,0.6,1.0,15,3.9,1.6,.313,0.5,,9.7,.455,4.4,.692,4.9,3.4,128,12.8
2095,2004,2017,"October 4, 1980",University of Miami,6-8,James Jones,F-G,/players/j/jonesja02.html,218,2.7,.401,1.1,.530,.401,1.7,4.2,.840,0.7,0.9,709,5.2,2.7,.383,1.0,,8.9,.426,3.8,.831,3.0,2.5,122,11.1
2096,1968,1977,"January 1, 1945",Grambling State University,6-4,Jimmy Jones,G,/players/j/jonesji01.html,188,0.1,.250,0.0,.510,.509,6.3,12.4,.785,3.9,5.0,686,16.6,,,,,,,,,,,,
2097,1968,1969,"March 12, 1943","California State University, Los Angeles",6-7,Johnny Jones,F,/players/j/jonesjo01.html,205,0.1,.000,0.0,.358,.358,2.1,5.8,.597,1.0,1.7,80,5.2,,,,,,,,,,,,
2098,2000,2007,"February 10, 1979",University of Georgia,6-8,Jumaine Jones,F,/players/j/jonesju01.html,218,2.6,.349,0.9,.494,.424,2.7,6.5,.704,0.7,0.9,471,7.1,4.0,.351,1.4,,13.2,.449,5.9,.751,4.4,3.3,65,16.6
2099,1959,1967,"May 25, 1932",University of San Francisco,6-1,K.C. Jones,G,/players/j/joneskc01.html,200,,,,,.387,2.8,7.3,.647,1.7,2.7,676,7.4,,,,,8.6,.368,3.2,.627,5.5,3.5,78,9.8
2100,2013,2013,"August 25, 1989",West Virginia University,6-8,Kevin Jones,F,/players/j/joneske01.html,251,0.0,,0.0,.402,.402,1.3,3.3,.600,0.3,0.5,32,3.0,2.5,.315,0.8,,10.6,.494,5.2,.677,2.7,1.8,139,13.1
2101,1965,1974,"September 22, 1942",University of Toledo,6-2,Larry Jones,G-F,/players/j/jonesla01.html,180,1.2,.277,0.3,.463,.453,6.8,14.9,.793,5.3,6.7,551,19.1,,,,,,,,,,,,
2102,1980,1985,"July 9, 1953",Albany State University,6-9,Major Jones,F,/players/j/jonesma01.html,225,0.0,.111,0.0,.490,.490,1.8,3.7,.586,0.8,1.3,374,4.4,,,,,,,,,,,,
2103,1984,1984,"April 10, 1961",St. Bonaventure University,6-1,Mark Jones,G,/players/j/jonesma02.html,175,0.2,.000,0.0,.500,.500,0.5,1.0,.500,0.2,0.3,6,1.2,0.5,.286,0.1,,11.8,.495,5.8,.807,4.4,3.6,112,15.3
2104,2005,2005,"May 25, 1975","University of Minnesota, University of Central Florida",6-6,Mark Jones,G,/players/j/jonesma03.html,215,0.4,.000,0.0,.290,.290,0.9,3.1,.500,0.5,1.0,10,2.3,2.3,.331,0.8,,11.3,.480,5.4,.640,3.8,2.4,60,14.0
2105,1968,1973,"March 28, 1945",University of Oregon,6-2,Nick Jones,G,/players/j/jonesni01.html,190,0.2,.000,0.0,.410,.410,2.0,5.0,.762,1.1,1.5,198,5.2,,,,,,,,,,,,
2106,1985,1986,"November 20, 1960","Wichita State University, California State University, Fullerton",6-11,Ozell Jones,C-F,/players/j/jonesoz01.html,235,0.0,.000,0.0,.582,.582,1.5,2.6,.398,0.5,1.2,70,3.5,,,,,7.8,.499,3.9,.518,2.5,1.3,115,9.1
2107,2013,2015,"September 24, 1991",Baylor University,6-11,Perry Jones,F,/players/j/jonespe01.html,235,0.9,.293,0.3,.459,.420,1.4,3.2,.660,0.4,0.7,143,3.4,0.7,.279,0.2,,10.5,.522,5.5,.678,3.8,2.6,63,13.7
2108,1994,2004,"June 17, 1970",Murray State University,6-8,Popeye Jones,F,/players/j/jonespo01.html,250,0.2,.281,0.0,.450,.447,2.9,6.6,.751,1.0,1.4,535,7.0,0.7,.345,0.2,,12.9,.493,6.4,.751,5.0,3.8,123,16.7
2109,1970,1977,"December 27, 1946",University of Memphis,6-6,Rich Jones,F-C,/players/j/jonesri01.html,220,0.9,.303,0.3,.429,.420,6.2,14.8,.769,2.9,3.8,508,15.6,,,,,,,,,,,,
2110,1977,1978,"February 2, 1954",Saint Louis University,6-9,Robin Jones,F-C,/players/j/jonesro01.html,225,,,,,.470,2.0,4.3,.588,0.9,1.6,75,4.9,,,,,,,,,,,,
2111,1958,1969,"June 24, 1933",North Carolina Central University,6-4,Sam Jones,G-F,/players/j/jonessa01.html,198,,,,,.456,7.2,15.8,.803,3.3,4.1,871,17.7,,,,,,,,,,,,
2112,1989,1989,"April 6, 1966",St. John's University,6-9,Shelton Jones,F,/players/j/jonessh01.html,210,0.0,.000,0.0,.445,.445,1.8,4.1,.725,1.1,1.6,51,4.8,0.1,.125,0.0,,7.6,.529,4.0,.746,3.7,2.7,127,10.8
2113,2007,2014,"July 16, 1984",University of South Florida,6-10,Solomon Jones,F,/players/j/jonesso01.html,230,0.0,.111,0.0,.467,.467,1.1,2.3,.717,0.8,1.2,281,3.0,0.0,.000,0.0,,7.3,.505,3.7,.693,3.6,2.5,59,9.8
2114,1968,1976,"October 17, 1942",University of Oregon,6-5,Steve Jones,G-F,/players/j/jonesst01.html,205,0.9,.338,0.3,.454,.444,5.9,13.2,.822,3.2,3.8,704,15.2,,,,,,,,,,,,
2115,2013,2017,"January 9, 1992",University of Kentucky,6-9,Terrence Jones,F,/players/j/joneste01.html,252,1.3,.299,0.4,.525,.501,4.2,8.5,.622,1.6,2.6,232,10.5,1.7,.328,0.6,,10.8,.467,5.0,.638,5.3,3.4,76,14.0
2116,2016,2018,"May 10, 1996",Duke University,6-2,Tyus Jones,G,/players/j/jonesty01.html,195,1.4,.339,0.5,.486,.422,1.6,3.7,.810,0.7,0.9,177,4.4,3.2,.379,1.2,,8.3,.417,3.5,.889,4.2,3.7,39,11.8
2117,1950,1952,"July 14, 1926",University of Kentucky,6-4,Wah Wah Jones,F,/players/j/joneswa01.html,225,,,,,.355,3.7,10.5,.757,2.8,3.6,140,10.2,,,,,,,,,,,,
2118,1965,1976,"February 14, 1942",Villanova University,6-2,Wali Jones,G,/players/j/joneswa02.html,180,0.4,.240,0.1,.409,.409,4.0,9.7,.802,1.9,2.4,678,9.8,,,,,,,,,,,,
2119,1970,1978,"February 27, 1947",Albany State University,6-8,Wil Jones,F,/players/j/joneswi02.html,205,0.1,.143,0.0,.459,.459,4.9,10.6,.733,1.9,2.6,725,11.7,,,,,,,,,,,,
2120,1961,1965,"June 29, 1936",Northwestern University,6-3,Willie Jones,G,/players/j/joneswi01.html,185,,,,,.393,3.1,7.9,.682,1.2,1.7,272,7.4,,,,,,,,,,,,
2121,1994,1999,"August 21, 1970",University of Kansas,5-11,Adonis Jordan,G,/players/j/jordaad01.html,170,1.2,.250,0.3,.352,.296,0.8,2.7,.500,0.2,0.4,10,2.1,3.2,.410,1.3,,7.2,.463,3.3,.755,2.7,2.1,137,10.0
2122,1976,1976,"January 31, 1954",Canisius College,6-8,Charles Jordan,F,/players/j/jordach01.html,220,0.1,.200,0.0,.437,.434,2.3,5.3,.597,0.6,1.0,71,5.2,,,,,,,,,,,,
2123,2009,2018,"July 21, 1988",Texas A&M University,6-11,DeAndre Jordan,C,/players/j/jordade01.html,265,0.0,.091,0.0,.673,.673,3.8,5.7,.446,1.8,4.1,748,9.4,0.0,,0.0,,5.2,.617,3.2,.437,3.4,1.5,35,7.9
2124,1978,1984,"January 29, 1955",Rutgers University,6-1,Eddie Jordan,G,/players/j/jordaed01.html,170,0.4,.224,0.1,.418,.414,3.2,7.8,.763,1.7,2.2,420,8.1,,,,,12.3,.467,5.7,.723,3.6,2.6,116,14.1
2125,2012,2015,"September 29, 1986",University of Tulsa,7-0,Jerome Jordan,C,/players/j/jordaje01.html,253,0.0,,0.0,.528,.528,1.0,2.0,.852,0.7,0.8,65,2.8,0.0,,0.0,,7.2,.567,4.1,.696,4.5,3.1,133,11.3
2126,1985,2003,"February 17, 1963",University of North Carolina,6-6,Michael Jordan,G-F,/players/j/jordami01.html,195,1.7,.327,0.5,.509,.497,11.4,22.9,.835,6.8,8.2,1072,30.1,2.1,.447,0.9,,13.2,.540,7.1,.748,4.2,3.1,101,17.7
2127,1994,2000,"January 26, 1968",New Mexico State University,6-4,Reggie Jordan,G,/players/j/jordare01.html,195,0.0,.333,0.0,.436,.433,1.0,2.3,.585,0.7,1.2,186,2.7,1.3,.267,0.3,,11.5,.433,5.0,.615,3.6,2.2,60,12.5
2128,1993,1993,"May 23, 1968",Oklahoma State University,6-10,Thomas Jordan,F-C,/players/j/jordath01.html,220,0.0,,0.0,.439,.439,4.5,10.3,.471,2.0,4.3,4,11.0,0.0,.000,0.0,,9.3,.586,5.5,.641,4.5,2.9,23,13.8
2129,1981,1981,"February 19, 1956",Purdue University,6-7,Walter Jordan,F,/players/j/jordawa01.html,198,0.0,,0.0,.387,.387,1.0,2.5,.588,0.3,0.6,30,2.3,,,,,14.3,.479,6.8,.704,4.2,2.9,109,16.6
2130,1957,1963,"September 12, 1933",Whitworth,6-10,Phil Jordon,C-F,/players/j/jordoph01.html,205,,,,,.398,4.4,11.2,.694,2.0,2.9,442,10.9,,,,,,,,,,,,
2131,1948,1949,"December 28, 1921",DePaul University,6-2,Johnny Jorgensen,G-F,/players/j/jorgejo01.html,185,,,,,.366,0.9,2.4,.735,0.5,0.7,51,2.3,,,,,,,,,,,,
2132,1947,1953,"May 18, 1925",University of Iowa,6-9,Noble Jorgensen,C,/players/j/jorgeno01.html,228,,,,,.360,3.0,8.3,.742,2.8,3.8,268,8.8,,,,,,,,,,,,
2133,1947,1947,"September 2, 1920",Ohio State University,6-5,Roger Jorgensen,C-F,/players/j/jorgero01.html,200,,,,,.259,0.5,1.9,.684,0.5,0.7,28,1.5,,,,,,,,,,,,
2134,2012,2018,"August 20, 1991",University of Texas at Austin,6-3,Cory Joseph,G,/players/j/josepco01.html,193,1.2,.332,0.4,.484,.451,2.7,6.1,.765,1.1,1.5,445,7.0,3.5,.413,1.4,,8.9,.422,3.8,.699,2.0,1.4,36,10.4
2135,2001,2001,"August 8, 1973",College of Saint Rose,7-2,Garth Joseph,C,/players/j/josepga01.html,315,0.0,,0.0,.200,.200,0.3,1.3,.000,0.0,0.5,4,0.5,,,,,,,,,,,,
2136,2013,2013,"December 17, 1988",Syracuse University,6-7,Kris Joseph,F,/players/j/josepkr01.html,210,0.3,.000,0.0,.143,.143,0.2,1.4,.625,0.5,0.8,10,0.9,2.4,.331,0.8,,7.8,.449,3.5,.702,3.9,2.7,140,10.5
2137,1986,1986,"October 31, 1957",Georgia Institute of Technology,6-11,Yvon Joseph,C,/players/j/josepyv01.html,245,0.0,,0.0,,,0.0,0.0,1.000,2.0,2.0,1,2.0,0.0,,0.0,,8.1,.549,4.4,.708,4.0,2.8,65,11.7
2138,1974,1976,"June 27, 1951",University of South Carolina,6-3,Kevin Joyce,G,/players/j/joyceke01.html,190,0.5,.185,0.1,.414,.410,4.5,11.0,.786,1.5,1.8,180,10.6,,,,,,,,,,,,
2139,1969,1969,"April 26, 1945",Indiana University,6-5,Butch Joyner,F,/players/j/joynebu01.html,200,0.0,,0.0,,,0.0,0.0,,0.0,0.0,2,0.0,,,,,,,,,,,,
2140,1979,1983,"March 23, 1956",University of Utah,6-6,Jeff Judkins,G-F,/players/j/judkije01.html,185,0.4,.315,0.1,.487,.478,2.2,4.6,.812,1.0,1.2,272,5.4,,,,,11.8,.543,6.4,.806,4.0,3.2,108,16.1
2141,1949,1949,"September 15, 1925",DePaul University,6-2,Whitey Kachan,G,/players/k/kachawh01.html,175,,,,,.268,0.7,2.7,.643,0.7,1.1,52,2.2,,,,,,,,,,,,
2142,1949,1953,"February 22, 1928",College of the Holy Cross,6-3,George Kaftan,F,/players/k/kaftage01.html,190,,,,,.370,2.8,7.5,.650,2.0,3.1,212,7.5,,,,,,,,,,,,
2143,1955,1957,"October 13, 1932",University of Minnesota,6-6,Ed Kalafat,C-F,/players/k/kalafed01.html,245,,,,,.345,2.3,6.8,.688,2.4,3.4,209,7.1,,,,,,,,,,,,
2144,2004,2016,"April 28, 1982",Central Michigan University,7-0,Chris Kaman,C,/players/k/kamanch01.html,265,0.0,.042,0.0,.489,.489,4.7,9.6,.743,1.8,2.5,735,11.2,0.0,,0.0,,8.8,.608,5.4,.713,6.0,4.3,83,15.1
2145,2016,2018,"April 4, 1993",University of Wisconsin,7-0,Frank Kaminsky,F-C,/players/k/kaminfr01.html,242,3.5,.347,1.2,.481,.411,3.6,8.7,.765,1.6,2.1,234,10.0,1.9,.369,0.7,,7.0,.522,3.7,.763,2.7,2.1,144,10.1
2146,2012,2018,"May 20, 1992",,6-11,Enes Kanter,C,/players/k/kanteen01.html,245,0.2,.294,0.1,.543,.539,4.8,8.8,.779,2.1,2.7,516,11.7,,,,,,,,,,,,
2147,1947,1948,"May 18, 1919",New York University,6-2,Ralph Kaplowitz,G-F,/players/k/kaplora01.html,170,,,,,.263,2.1,7.8,.749,1.5,2.0,105,5.6,,,,,,,,,,,,
2148,2004,2012,"February 4, 1981","University of California, Los Angeles",6-8,Jason Kapono,F,/players/k/kaponja01.html,213,2.1,.434,0.9,.517,.442,2.6,5.9,.835,0.5,0.6,509,6.7,5.6,.446,2.5,,11.7,.469,5.5,.830,3.6,3.0,127,16.5
2149,1947,1947,"April 13, 1919",,5-10,Tony Kappen,G,/players/k/kappeto01.html,165,,,,,.238,2.2,9.1,.795,2.2,2.7,59,6.5,,,,,,,,,,,,
2150,2014,2016,"October 26, 1993",,6-7,Sergey Karasev,G-F,/players/k/karasse01.html,208,1.2,.282,0.3,.459,.395,1.0,2.6,.842,0.7,0.8,95,3.0,,,,,,,,,,,,
2151,2008,2010,"March 6, 1983",Boise State University,6-5,Coby Karl,G,/players/k/karlco01.html,215,1.0,.250,0.3,.397,.345,0.8,2.4,.750,0.5,0.7,24,2.4,5.6,.371,2.1,,9.5,.413,3.9,.787,4.3,3.4,127,13.4
2152,1974,1978,"May 12, 1952",University of North Carolina,,George Karl,,/players/k/karlge01.html,,0.2,.222,0.1,.469,.465,2.6,5.5,.780,1.3,1.7,264,6.5,,,,,,,,,,,,
2153,1947,1947,"August 13, 1923",,5-11,Ed Kasid,G,/players/k/kasided01.html,185,,,,,.286,0.8,2.6,.000,0.0,0.8,8,1.5,,,,,,,,,,,,
2154,2005,2006,"April 5, 1980",,7-1,Mario Kasun,C,/players/k/kasunma01.html,260,0.0,.000,0.0,.467,.467,1.1,2.3,.636,0.6,0.9,73,2.7,,,,,,,,,,,,
2155,1949,1950,"April 17, 1923",North Carolina State University,6-0,Leo Katkaveck,G,/players/k/katkale01.html,185,,,,,.317,1.7,5.4,.685,0.8,1.2,107,4.3,,,,,,,,,,,,
2156,1969,1975,"July 13, 1946",Guilford College,6-8,Bob Kauffman,F-C,/players/k/kauffbo01.html,240,,,,,.477,4.4,9.2,.749,2.7,3.7,525,11.5,,,,,,,,,,,,
2157,2016,2016,"May 8, 1985",University of Kansas,6-11,Sasha Kaun,C,/players/k/kaunsa01.html,260,0.0,,0.0,.529,.529,0.4,0.7,.455,0.2,0.4,25,0.9,0.0,,0.0,,4.3,.568,2.5,.512,2.4,1.2,135,6.1
2158,1947,1947,"September 7, 1915",Loyola University of Chicago,6-0,Wilbert Kautz,G-F,/players/k/kautzwi01.html,180,,,,,.255,2.1,8.4,.534,0.8,1.5,50,5.1,,,,,,,,,,,,
2159,1981,1982,"February 2, 1959",Lamar University,6-6,Clarence Kea,F,/players/k/keacl01.html,218,0.0,.000,0.0,.485,.485,1.2,2.5,.692,1.4,2.0,51,3.9,,,,,11.4,.515,5.9,.630,5.9,3.7,117,15.5
2160,1955,1955,"June 18, 1929",Princeton University,6-2,Mike Kearns,G,/players/k/kearnmi01.html,178,,,,,.000,0.0,0.8,.250,0.2,0.7,6,0.2,,,,,,,,,,,,
2161,1959,1959,"October 6, 1936",University of North Carolina,5-11,Tommy Kearns,G,/players/k/kearnto01.html,185,,,,,1.000,1.0,1.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
2162,1993,2001,"February 22, 1970",Stanford University,6-9,Adam Keefe,F,/players/k/keefead01.html,230,0.0,.071,0.0,.502,.502,1.8,3.6,.714,1.4,2.0,617,5.0,0.1,.467,0.1,,11.1,.600,6.6,.736,7.1,5.2,125,18.6
2163,1986,1986,"September 18, 1963",Santa Clara University,6-4,Harold Keeling,G,/players/k/keeliha01.html,185,0.0,,0.0,.436,.436,0.9,2.0,.714,0.5,0.7,20,2.2,,,,,11.9,.496,5.9,.702,4.8,3.3,114,15.2
2164,1970,1976,"August 30, 1947",Purdue University,5-10,Bill Keller,G,/players/k/kellebi01.html,177,2.7,.338,0.9,.469,.425,4.4,10.3,.872,2.2,2.5,556,11.8,,,,,,,,,,,,
2165,1968,1969,"June 13, 1944",University of Florida,6-9,Gary Keller,F-C,/players/k/kellega01.html,220,0.0,.000,0.0,.388,.388,2.1,5.5,.632,1.7,2.7,122,6.0,,,,,,,,,,,,
2166,1947,1947,"August 16, 1922",St. John's University,6-1,Ken Keller,G,/players/k/kelleke01.html,180,,,,,.333,0.4,1.1,.400,0.1,0.2,28,0.8,,,,,,,,,,,,
2167,1976,1986,"March 23, 1953",Stanford University,7-0,Rich Kelley,C-F,/players/k/kelleri01.html,235,0.0,.000,0.0,.488,.488,2.7,5.4,.783,2.3,2.9,814,7.6,,,,,13.9,.497,6.9,.788,6.0,4.7,76,18.6
2168,1983,1987,"July 2, 1961",Ohio State University,6-7,Clark Kellogg,F,/players/k/kellocl01.html,225,0.3,.338,0.1,.500,.497,7.7,15.5,.757,3.4,4.5,260,18.9,,,,,12.9,.485,6.3,.772,3.1,2.4,86,14.9
2169,1968,1972,"November 20, 1945",Lincoln University of Missouri,6-2,Arvesta Kelly,G,/players/k/kellyar01.html,175,1.1,.253,0.3,.464,.445,3.2,7.1,.637,1.4,2.2,188,8.0,,,,,,,,,,,,
2170,1947,1948,"June 14, 1918",Marshall University,6-2,Jerry Kelly,F,/players/k/kellyje01.html,172,,,,,.291,2.0,7.0,.661,1.6,2.4,46,5.7,,,,,,,,,,,,
2171,2014,2017,"April 9, 1991",Duke University,6-11,Ryan Kelly,F,/players/k/kellyry01.html,230,2.0,.316,0.6,.438,.378,2.0,5.3,.797,1.4,1.8,163,6.0,2.1,.379,0.8,,5.4,.460,2.5,.805,2.2,1.7,126,7.5
2172,1949,1949,"March 5, 1924",New York University,6-0,Tom Kelly,G,/players/k/kellyto01.html,170,,,,,.335,2.7,8.1,.616,1.7,2.7,27,7.1,,,,,,,,,,,,
2173,1980,1985,"September 17, 1957",Michigan State University,6-7,Greg Kelser,F,/players/k/kelsegr01.html,190,0.1,.167,0.0,.488,.486,3.6,7.4,.686,2.5,3.6,305,9.7,,,,,13.2,.541,7.1,.634,5.1,3.3,115,17.5
2174,1974,1974,"April 11, 1949",Central Michigan University,6-3,Ben Kelso,G,/players/k/kelsobe01.html,195,,,,,.365,0.8,2.1,.682,0.3,0.5,46,1.8,,,,,,,,,,,,
2175,1990,2003,"November 26, 1969",Trinity Valley Community College,6-10,Shawn Kemp,F-C,/players/k/kempsh01.html,230,0.1,.277,0.0,.490,.488,5.2,10.7,.741,4.1,5.5,1051,14.6,,,,,,,,,,,,
2176,1987,1998,"January 25, 1964",University of Notre Dame,6-10,Tim Kempton,F-C,/players/k/kemptti01.html,245,0.0,.000,0.0,.481,.481,1.6,3.4,.677,1.2,1.8,280,4.5,,,,,5.6,.516,2.9,.756,3.8,2.8,108,8.6
2177,1975,1975,"September 11, 1950",Purdue University,6-6,Frank Kendrick,F,/players/k/kendrfr01.html,198,,,,,.403,1.3,3.2,.818,0.8,0.9,24,3.3,,,,,,,,,,,,
2178,2018,2018,"June 24, 1996",Duke University,6-6,Luke Kennard,G,/players/k/kennalu01.html,206,2.6,.410,1.1,.522,.436,2.7,6.2,.853,0.8,1.0,71,7.3,5.1,.383,2.0,,11.2,.461,5.2,.867,3.9,3.4,73,15.7
2179,2012,2012,"November 5, 1989",St. John's University,6-6,D.J. Kennedy,F,/players/k/kennedj01.html,215,2.0,.500,1.0,.500,.417,2.5,6.0,.000,0.0,1.0,2,6.0,2.6,.358,0.9,,8.4,.436,3.7,.746,4.5,3.3,129,11.7
2180,1972,1977,"August 23, 1949",Texas Christian University,6-5,Goo Kennedy,F-C,/players/k/kennego01.html,205,0.0,1.000,0.0,.548,.548,3.4,6.3,.670,1.4,2.0,333,8.2,,,,,,,,,,,,
2181,1969,1971,"January 12, 1947",Duke University,6-6,Joe Kennedy,F,/players/k/kennejo01.html,210,0.0,.000,0.0,.376,.376,2.2,5.8,.804,1.4,1.7,168,5.7,,,,,,,,,,,,
2182,1961,1961,"May 17, 1938",Temple University,5-11,Pickles Kennedy,G,/players/k/kennepi01.html,180,,,,,.190,0.6,3.0,.667,0.6,0.9,7,1.7,,,,,,,,,,,,
